,level_0,index,Unnamed: 0,Unnamed: 0.1,Date,Team,Acquired,Relinquished,Notes,Affected Player,Season,Injury Type,Injury Part,Injury Duration,foot,knee,lower leg,upper leg,back,arm,hand,upper body,core and hip,head and neck,foot_count,knee_count,lower leg_count,upper leg_count,back_count,arm_count,hand_count,upper body_count,core and hip_count,head and neck_count,Total Duration,Total num. of inj,days since start,Season Type,Date_adjusted,7_day_back,28_day_back,playoff start date,days_since_start_of_playoffs,player_id,Team_id
1649,1997,1997,1997,27656.0,2018-12-27,Lakers,,Rajon Rondo,placed on IL with right finger injury,Rajon Rondo,2018-19,right finger injury,hand,28,10,321,8,0,169,0,123,0,0,17,3,2,2,0,2,0,6,0,0,1,648,16,72,Regular Season,12/27/2018,12/20/2018,11/29/2018,04/13/2019,0,200765,1610612747
1650,1998,1998,1998,27653.0,2018-12-27,Celtics,,Robert Williams III,placed on IL with strained left groin,Robert Williams III,2018-19,strained left groin,upper leg,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,Regular Season,12/27/2018,12/20/2018,11/29/2018,04/13/2019,0,1629057,1610612738
1651,1999,1999,1999,27666.0,2018-12-28,Wizards,,Markieff Morris,placed on IL with stiff neck,Markieff Morris,2018-19,stiff neck,head and neck,1,2,2,2,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,9,5,73,Regular Season,12/28/2018,12/21/2018,11/30/2018,04/13/2019,0,202693,1610612764
1652,2000,2000,2000,27665.0,2018-12-28,Wizards,,John Wall,placed on IL with torn left Achilles tendon (out for season),John Wall,2018-19,torn left Achilles tendon ,foot,704,0,259,0,0,0,0,8,2,0,0,1,3,0,0,0,0,1,1,0,0,269,6,73,Regular Season,12/28/2018,12/21/2018,11/30/2018,04/13/2019,0,202322,1610612764
1653,2001,2001,2001,27659.0,2018-12-28,Mavericks,,Wesley Matthews,placed on IL with sore right foot,Wesley Matthews,2018-19,sore right foot,foot,3,208,0,204,9,2,0,0,0,10,0,2,0,2,2,1,0,0,0,2,0,433,9,73,Regular Season,12/28/2018,12/21/2018,11/30/2018,04/13/2019,0,202083,1610612742
1654,2002,2002,2002,27669.0,2018-12-29,Hawks,,Dewayne Dedmon,placed on IL with sore left knee,Dewayne Dedmon,2018-19,sore left knee,knee,4,9,13,39,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,61,5,74,Regular Season,12/29/2018,12/22/2018,12/01/2018,04/13/2019,0,203473,1610612737
1655,2003,2003,2003,27675.0,2018-12-29,Jazz,,Ricky Rubio,placed on IL with bruised lower back,Ricky Rubio,2018-19,bruised lower back,back,3,2,280,0,160,0,11,0,0,12,0,1,1,0,2,1,1,0,0,1,0,465,7,74,Regular Season,12/29/2018,12/22/2018,12/01/2018,04/13/2019,0,201937,1610612762
1656,2004,2004,2004,27674.0,2018-12-29,Jazz,,Jae Crowder,placed on IL with left thumb injury,Jae Crowder,2018-19,left thumb injury,hand,3,32,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,1,0,37,4,74,Regular Season,12/29/2018,12/22/2018,12/01/2018,04/13/2019,0,203109,1610612762
1657,2005,2005,2005,27682.0,2018-12-30,Trail Blazers,,Maurice Harkless,placed on IL with left knee injury,Maurice Harkless,2018-19,left knee injury,knee,2,2,213,0,4,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,219,7,75,Regular Season,12/30/2018,12/23/2018,12/02/2018,04/13/2019,0,203090,1610612757
1658,2006,2006,2006,27683.0,2018-12-30,Timberwolves,,Derrick Rose,placed on IL with sprained right ankle,Derrick Rose,2018-19,sprained right ankle,foot,9,310,357,3,0,9,3,0,0,0,1,12,4,1,0,2,1,0,0,0,1,683,21,75,Regular Season,12/30/2018,12/23/2018,12/02/2018,04/13/2019,0,201565,1610612750
1659,2007,2007,2007,27686.0,2018-12-31,Magic,,Jonathon Simmons,placed on IL with sprained left ankle,Jonathon Simmons,2018-19,sprained left ankle,foot,4,2,0,0,0,0,0,195,0,0,0,2,0,0,0,0,0,2,0,0,0,197,4,76,Regular Season,12/31/2018,12/24/2018,12/03/2018,04/13/2019,0,203613,1610612753
1660,2008,2008,2008,27691.0,2018-12-31,Rockets,,Eric Gordon,placed on IL with bruised right knee,Eric Gordon,2018-19,bruised right knee,knee,16,10,136,27,5,5,0,241,45,5,0,3,3,3,1,1,0,4,3,1,0,474,19,76,Regular Season,12/31/2018,12/24/2018,12/03/2018,04/13/2019,0,201569,1610612745
1661,2009,2009,2009,27684.0,2018-12-31,Hawks,,Kent Bazemore,placed on IL with sprained right ankle,Kent Bazemore,2018-19,sprained right ankle,foot,30,10,217,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,227,5,76,Regular Season,12/31/2018,12/24/2018,12/03/2018,04/13/2019,0,203145,1610612737
1662,2010,2010,2010,27703.0,2019-01-02,Celtics,,Kyrie Irving,placed on IL with right eye injury,Kyrie Irving,2018-19,right eye injury,head and neck,5,2,65,0,8,0,15,20,24,0,7,1,4,0,2,0,1,1,3,0,3,141,15,78,Regular Season,01/02/2019,12/26/2018,12/05/2018,04/13/2019,0,202681,1610612738
1663,2011,2011,2011,27713.0,2019-01-02,Wizards,,Markieff Morris,placed on IL with neck injury,Markieff Morris,2018-19,neck injury,head and neck,37,2,2,2,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,3,10,6,78,Regular Season,01/02/2019,12/26/2018,12/05/2018,04/13/2019,0,202693,1610612764
1664,2012,2012,2012,27712.0,2019-01-02,Timberwolves,,Robert Covington,placed on IL with right knee injury (out for season),Robert Covington,2018-19,right knee injury ,knee,272,0,2,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,7,3,78,Regular Season,01/02/2019,12/26/2018,12/05/2018,04/13/2019,0,203496,1610612750
1665,2013,2013,2013,27708.0,2019-01-02,Hornets,,Cody Zeller,placed on IL with fractured right hand,Cody Zeller,2018-19,fractured right hand,hand,34,2,265,0,32,0,0,0,213,3,5,1,3,0,2,0,0,1,5,1,1,520,14,78,Regular Season,01/02/2019,12/26/2018,12/05/2018,04/13/2019,0,203469,1610612766
1666,2014,2014,2014,27719.0,2019-01-04,Bucks,,Donte DiVincenzo,placed on IL with sore right ankle/heel,Donte DiVincenzo,2018-19,sore right ankle,foot,15,0,0,0,39,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,39,2,80,Regular Season,01/04/2019,12/28/2018,12/07/2018,04/13/2019,0,1628978,1610612749
1667,2015,2015,2015,27721.0,2019-01-04,Celtics,,Marcus Morris Sr.,placed on IL with neck injury,Marcus Morris Sr.,2018-19,neck injury,head and neck,3,6,24,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,30,6,80,Regular Season,01/04/2019,12/28/2018,12/07/2018,04/13/2019,0,202694,1610612738
1668,2016,2016,2016,27727.0,2019-01-05,Kings,,Iman Shumpert,placed on IL with right index finger injury,Iman Shumpert,2018-19,right index finger injury,hand,5,236,362,0,5,0,0,45,12,2,0,1,9,0,2,0,0,2,2,1,0,662,17,81,Regular Season,01/05/2019,12/29/2018,12/08/2018,04/13/2019,0,202697,1610612758
1669,2017,2017,2017,27728.0,2019-01-05,Mavericks,,J.J. Barea,placed on IL with sore left ankle,J.J. Barea,2018-19,sore left ankle,foot,2,41,0,26,44,0,0,0,0,186,0,5,0,1,1,0,0,0,0,3,0,297,10,81,Regular Season,01/05/2019,12/29/2018,12/08/2018,04/13/2019,0,200826,1610612742
1670,2018,2018,2018,27729.0,2019-01-06,Hawks,,Miles Plumlee,placed on IL with left knee injury (out for season),Miles Plumlee,2018-19,left knee injury ,knee,268,0,21,24,33,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,78,4,82,Regular Season,01/06/2019,12/30/2018,12/09/2018,04/13/2019,0,203101,1610612737
1671,2019,2019,2019,27731.0,2019-01-06,Pacers,,Myles Turner,placed on IL with sore right shoulder,Myles Turner,2018-19,sore right shoulder,upper body,9,5,0,0,0,0,0,0,0,0,99,2,0,0,0,0,0,0,1,0,1,104,4,82,Regular Season,01/06/2019,12/30/2018,12/09/2018,04/13/2019,0,1626167,1610612754
1672,2020,2020,2020,27746.0,2019-01-07,Pelicans,,E'Twaun Moore,placed on IL with bruised left quadricep,E'Twaun Moore,2018-19,bruised left quadricep,upper leg,5,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,4,83,Regular Season,01/07/2019,12/31/2018,12/10/2018,04/13/2019,0,202734,1610612740
1673,2021,2021,2021,27747.0,2019-01-07,Spurs,,Rudy Gay,placed on IL with sprained left wrist,Rudy Gay,2018-19,sprained left wrist,hand,3,316,1,0,0,0,0,0,2,19,4,5,1,0,0,0,0,1,1,3,1,342,12,83,Regular Season,01/07/2019,12/31/2018,12/10/2018,04/13/2019,0,200752,1610612759
1674,2022,2022,2022,27740.0,2019-01-07,Jazz,,Thabo Sefolosha,placed on IL with strained right hamstring,Thabo Sefolosha,2018-19,strained right hamstring,upper leg,33,4,272,148,36,0,0,4,0,0,0,4,4,5,3,0,0,1,0,0,0,464,17,83,Regular Season,01/07/2019,12/31/2018,12/10/2018,04/13/2019,0,200757,1610612762
1675,2023,2023,2023,27737.0,2019-01-07,Grizzlies,,Dillon Brooks,placed on IL with toe injury (out for season),Dillon Brooks,2018-19,toe injury ,foot,267,0,41,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,41,2,83,Regular Season,01/07/2019,12/31/2018,12/10/2018,04/13/2019,0,1628415,1610612763
1676,2024,2024,2024,27745.0,2019-01-07,Nets,,Joe Harris,placed on IL with sprained right ankle,Joe Harris,2018-19,sprained right ankle,foot,2,9,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,12,3,83,Regular Season,01/07/2019,12/31/2018,12/10/2018,04/13/2019,0,203925,1610612751
1677,2025,2025,2025,27742.0,2019-01-07,Knicks,,Frank Ntilikina,placed on IL with sprained left ankle,Frank Ntilikina,2018-19,sprained left ankle,foot,6,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,3,83,Regular Season,01/07/2019,12/31/2018,12/10/2018,04/13/2019,0,1628373,1610612752
1678,2026,2026,2026,27739.0,2019-01-07,Jazz,,Dante Exum,placed on IL with sprained left ankle,Dante Exum,2018-19,sprained left ankle,foot,63,0,346,0,146,0,0,0,147,0,0,1,2,0,1,0,0,0,1,0,0,639,5,83,Regular Season,01/07/2019,12/31/2018,12/10/2018,04/13/2019,0,203957,1610612762
1679,2027,2027,2027,27751.0,2019-01-08,Cavaliers,,Rodney Hood,placed on IL with left Achilles injury,Rodney Hood,2018-19,left Achilles injury,foot,1,67,24,4,0,8,0,0,0,0,0,7,2,1,0,2,0,0,0,0,0,103,12,84,Regular Season,01/08/2019,01/01/2019,12/11/2018,04/13/2019,0,203918,1610612739
1680,2028,2028,2028,27754.0,2019-01-08,Nuggets,,Gary Harris,placed on IL with left hamstring injury,Gary Harris,2018-19,left hamstring injury,upper leg,2,27,0,0,10,0,110,0,6,27,0,2,0,0,2,0,1,0,1,1,0,180,7,84,Regular Season,01/08/2019,01/01/2019,12/11/2018,04/13/2019,0,203914,1610612743
1681,2029,2029,2029,27748.0,2019-01-08,76ers,,JJ Redick,placed on IL with back injury,JJ Redick,2018-19,back injury,back,1,3,0,11,4,97,0,30,0,0,0,1,0,1,1,6,0,1,0,0,0,145,10,84,Regular Season,01/08/2019,01/01/2019,12/11/2018,04/13/2019,0,200755,1610612755
1682,2030,2030,2030,27753.0,2019-01-08,Jazz,,Ricky Rubio,placed on IL with strained right hamstring,Ricky Rubio,2018-19,strained right hamstring,upper leg,13,2,280,0,160,3,11,0,0,12,0,1,1,0,3,1,1,0,0,1,0,468,8,84,Regular Season,01/08/2019,01/01/2019,12/11/2018,04/13/2019,0,201937,1610612762
1683,2031,2031,2031,27759.0,2019-01-08,Warriors,,Shaun Livingston,placed on IL with sore left knee,Shaun Livingston,2018-19,sore left knee,knee,3,22,95,0,0,44,0,0,26,3,0,3,6,0,0,2,0,0,1,1,0,190,13,84,Regular Season,01/08/2019,01/01/2019,12/11/2018,04/13/2019,0,2733,1610612744
1684,2032,2032,2032,27758.0,2019-01-08,Suns,,Devin Booker,placed on IL with back spasms,Devin Booker,2018-19,back spasms,back,7,8,0,0,36,0,0,189,0,10,0,4,0,0,3,1,0,1,0,2,0,243,11,84,Regular Season,01/08/2019,01/01/2019,12/11/2018,04/13/2019,0,1626164,1610612756
1685,2033,2033,2033,27763.0,2019-01-09,Cavaliers,,Larry Nance Jr.,placed on IL with sprained MCL in right knee,Larry Nance Jr.,2018-19,sprained MCL in right knee,knee,58,4,62,0,8,0,0,24,0,0,2,1,5,0,1,0,0,1,0,0,1,100,9,85,Regular Season,01/09/2019,01/02/2019,12/12/2018,04/13/2019,0,1626204,1610612739
1686,2034,2034,2034,27774.0,2019-01-10,Pistons,,Zaza Pachulia,placed on IL with right leg injury,Zaza Pachulia,2018-19,right leg injury,upper leg,2,17,0,0,0,0,0,6,35,0,0,2,0,0,1,0,0,1,2,0,0,58,6,86,Regular Season,01/10/2019,01/03/2019,12/13/2018,04/13/2019,0,2585,1610612765
1687,2035,2035,2035,27775.0,2019-01-10,Thunder,,Nerlens Noel,placed on IL with concussion,Nerlens Noel,2018-19,concussion,head and neck,7,0,388,0,0,0,0,80,0,0,0,0,3,0,0,0,0,1,0,0,1,468,5,86,Regular Season,01/10/2019,01/03/2019,12/13/2018,04/13/2019,0,203457,1610612760
1688,2036,2036,2036,27777.0,2019-01-11,76ers,,Joel Embiid,placed on IL with sore left ankle,Joel Embiid,2018-19,sore left ankle,foot,2,546,216,0,0,0,0,0,0,0,20,3,2,0,0,0,0,0,0,0,1,782,6,87,Regular Season,01/11/2019,01/04/2019,12/14/2018,04/13/2019,0,203954,1610612755
1689,2037,2037,2037,27778.0,2019-01-11,Bucks,,Giannis Antetokounmpo,placed on IL with bruised left hip,Giannis Antetokounmpo,2018-19,bruised left hip,core and hip,2,6,9,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,1,18,6,87,Regular Season,01/11/2019,01/04/2019,12/14/2018,04/13/2019,0,203507,1610612749
1690,2038,2038,2038,27780.0,2019-01-11,Nets,,Jared Dudley,placed on IL with left hamstring injury,Jared Dudley,2018-19,left hamstring injury,upper leg,41,5,13,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,18,3,87,Regular Season,01/11/2019,01/04/2019,12/14/2018,04/13/2019,0,201162,1610612751
1691,2039,2039,2039,27795.0,2019-01-12,Timberwolves,,Derrick Rose,placed on IL with sprained right ankle,Derrick Rose,2018-19,sprained right ankle,foot,3,319,357,3,0,9,3,0,0,0,1,13,4,1,0,2,1,0,0,0,1,692,22,88,Regular Season,01/12/2019,01/05/2019,12/15/2018,04/13/2019,0,201565,1610612750
1692,2040,2040,2040,27794.0,2019-01-12,Spurs,,Rudy Gay,placed on IL with sprained left wrist,Rudy Gay,2018-19,sprained left wrist,hand,2,316,1,0,0,0,0,3,2,19,4,5,1,0,0,0,0,2,1,3,1,345,13,88,Regular Season,01/12/2019,01/05/2019,12/15/2018,04/13/2019,0,200752,1610612759
1693,2041,2041,2041,27789.0,2019-01-12,Nuggets,,Gary Harris,placed on IL with left hamstring injury,Gary Harris,2018-19,left hamstring injury,upper leg,5,27,0,0,12,0,110,0,6,27,0,2,0,0,3,0,1,0,1,1,0,182,8,88,Regular Season,01/12/2019,01/05/2019,12/15/2018,04/13/2019,0,203914,1610612743
1694,2042,2042,2042,27787.0,2019-01-12,Magic,,Mo Bamba,placed on IL with sore left foot,Mo Bamba,2018-19,sore left foot,foot,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,Regular Season,01/12/2019,01/05/2019,12/15/2018,04/13/2019,0,1628964,1610612753
1695,2043,2043,2043,27786.0,2019-01-12,Jazz,,Raul Neto,placed on IL with strained left groin,Raul Neto,2018-19,strained left groin,upper leg,25,0,0,0,43,0,0,26,0,0,33,0,0,0,6,0,0,1,0,0,1,102,8,88,Regular Season,01/12/2019,01/05/2019,12/15/2018,04/13/2019,0,203526,1610612762
1696,2044,2044,2044,27790.0,2019-01-12,Nuggets,,Trey Lyles,placed on IL with sprained right wrist,Trey Lyles,2018-19,sprained right wrist,hand,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,Regular Season,01/12/2019,01/05/2019,12/15/2018,04/13/2019,0,1626168,1610612743
1697,2045,2045,2045,27801.0,2019-01-13,Mavericks,,J.J. Barea,placed on IL with torn right Achilles tendon (out for season),J.J. Barea,2018-19,torn right Achilles tendon ,foot,261,43,0,26,44,0,0,0,0,186,0,6,0,1,1,0,0,0,0,3,0,299,11,89,Regular Season,01/13/2019,01/06/2019,12/16/2018,04/13/2019,0,200826,1610612742
1698,2046,2046,2046,27806.0,2019-01-14,Celtics,,Kyrie Irving,placed on IL with bruised right quadriceps,Kyrie Irving,2018-19,bruised right quadriceps,upper leg,2,2,65,0,8,0,15,20,24,0,12,1,4,0,3,0,1,1,3,0,3,146,16,90,Regular Season,01/14/2019,01/07/2019,12/17/2018,04/13/2019,0,202681,1610612738
1699,2047,2047,2047,27808.0,2019-01-14,Grizzlies,,Kyle Anderson,placed on IL with sprained left ankle,Kyle Anderson,2018-19,sprained left ankle,foot,14,72,18,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,90,5,90,Regular Season,01/14/2019,01/07/2019,12/17/2018,04/13/2019,0,203937,1610612763
1700,2048,2048,2048,27812.0,2019-01-14,Rockets,,Clint Capela,placed on IL with right thumb injury,Clint Capela,2018-19,right thumb injury,hand,38,0,0,28,7,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,1,38,4,90,Regular Season,01/14/2019,01/07/2019,12/17/2018,04/13/2019,0,203991,1610612745
1701,2049,2049,2049,27810.0,2019-01-14,Pistons,,Zaza Pachulia,placed on IL with right leg injury,Zaza Pachulia,2018-19,right leg injury,upper leg,2,17,0,0,2,0,0,6,35,0,0,2,0,0,2,0,0,1,2,0,0,60,7,90,Regular Season,01/14/2019,01/07/2019,12/17/2018,04/13/2019,0,2585,1610612765
1702,2050,2050,2050,27816.0,2019-01-15,Hawks,,Dewayne Dedmon,placed on IL with sprained left ankle,Dewayne Dedmon,2018-19,sprained left ankle,foot,4,9,17,39,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,65,6,91,Regular Season,01/15/2019,01/08/2019,12/18/2018,04/13/2019,0,203473,1610612737
1703,2051,2051,2051,27831.0,2019-01-16,Rockets,,Brandon Knight,placed on IL with sore left knee,Brandon Knight,2018-19,sore left knee,knee,5,196,421,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,617,5,92,Regular Season,01/16/2019,01/09/2019,12/19/2018,04/13/2019,0,202688,1610612745
1704,2052,2052,2052,27833.0,2019-01-16,Rockets,,James Ennis III,placed on IL with left calf injury,James Ennis III,2018-19,left calf injury,lower leg,3,0,10,4,29,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,43,6,92,Regular Season,01/16/2019,01/09/2019,12/19/2018,04/13/2019,0,203516,1610612745
1705,2053,2053,2053,27835.0,2019-01-17,Bulls,,Wendell Carter Jr.,placed on IL with sprained left thumb (out for season),Wendell Carter Jr.,2018-19,sprained left thumb ,hand,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,Regular Season,01/17/2019,01/10/2019,12/20/2018,04/13/2019,0,1628976,1610612741
1706,2054,2054,2054,27843.0,2019-01-18,Clippers,,Lou Williams,placed on IL with right hamstring injury,Lou Williams,2018-19,right hamstring injury,upper leg,2,2,16,0,18,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,36,5,94,Regular Season,01/18/2019,01/11/2019,12/21/2018,04/13/2019,0,101150,1610612746
1707,2055,2055,2055,27847.0,2019-01-18,Timberwolves,,Tyus Jones,placed on IL with sprained left ankle,Tyus Jones,2018-19,sprained left ankle,foot,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,Regular Season,01/18/2019,01/11/2019,12/21/2018,04/13/2019,0,1626145,1610612750
1708,2056,2056,2056,27851.0,2019-01-19,Cavaliers,,Tristan Thompson,placed on IL with sore left foot,Tristan Thompson,2018-19,sore left foot,foot,60,42,0,39,0,0,0,7,0,0,0,4,0,1,0,0,0,1,0,0,0,88,6,95,Regular Season,01/19/2019,01/12/2019,12/22/2018,04/13/2019,0,202684,1610612739
1709,2057,2057,2057,27857.0,2019-01-19,Pistons,,Andre Drummond,placed on IL with concussion,Andre Drummond,2018-19,concussion,head and neck,6,177,0,0,0,49,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,226,4,95,Regular Season,01/19/2019,01/12/2019,12/22/2018,04/13/2019,0,203083,1610612765
1710,2058,2058,2058,27858.0,2019-01-19,Pistons,,Ish Smith,placed on IL with right adductor injury,Ish Smith,2018-19,right adductor injury,upper leg,14,0,0,0,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,38,2,95,Regular Season,01/19/2019,01/12/2019,12/22/2018,04/13/2019,0,202397,1610612765
1711,2059,2059,2059,27864.0,2019-01-20,Clippers,,Danilo Gallinari,placed on IL with lower back spasms,Danilo Gallinari,2018-19,lower back spasms,back,18,244,252,4,20,20,0,33,0,0,0,3,6,1,1,3,0,2,0,0,0,573,16,96,Regular Season,01/20/2019,01/13/2019,12/23/2018,04/13/2019,0,201568,1610612746
1712,2060,2060,2060,27866.0,2019-01-20,Suns,,Deandre Ayton,placed on IL with sprained left ankle,Deandre Ayton,2018-19,sprained left ankle,foot,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,Regular Season,01/20/2019,01/13/2019,12/23/2018,04/13/2019,0,1629028,1610612756
1713,2061,2061,2061,27867.0,2019-01-20,Suns,,Richaun Holmes,placed on IL with sprained right foot,Richaun Holmes,2018-19,sprained right foot,foot,7,8,0,0,0,0,0,20,0,0,8,3,0,0,0,0,0,1,0,0,1,36,5,96,Regular Season,01/20/2019,01/13/2019,12/23/2018,04/13/2019,0,1626158,1610612756
1714,2062,2062,2062,27865.0,2019-01-20,Lakers,,Lonzo Ball,placed on IL with sprained left ankle (out for season),Lonzo Ball,2018-19,sprained left ankle ,foot,254,0,219,0,0,0,0,0,11,0,0,1,3,0,0,0,0,0,1,0,0,230,5,96,Regular Season,01/20/2019,01/13/2019,12/23/2018,04/13/2019,0,1628366,1610612747
1715,2063,2063,2063,27881.0,2019-01-21,Pistons,,Henry Ellenson,placed on IL with sprained left ankle,Henry Ellenson,2018-19,sprained left ankle,foot,4,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,42,3,97,Regular Season,01/21/2019,01/14/2019,12/24/2018,04/13/2019,0,1627740,1610612765
1716,2064,2064,2064,27880.0,2019-01-21,Pelicans,,Anthony Davis,placed on IL with left index finger injury,Anthony Davis,2018-19,left index finger injury,hand,16,0,185,0,2,0,2,16,0,3,0,0,1,0,1,0,1,2,0,1,0,208,6,97,Regular Season,01/21/2019,01/14/2019,12/24/2018,04/13/2019,0,203076,1610612740
1717,2065,2065,2065,27869.0,2019-01-21,76ers,,Jimmy Butler,placed on IL with sprained right wrist,Jimmy Butler,2018-19,sprained right wrist,hand,8,22,41,2,4,0,20,3,8,0,0,1,1,1,1,0,1,2,1,0,0,100,8,97,Regular Season,01/21/2019,01/14/2019,12/24/2018,04/13/2019,0,202710,1610612755
1718,2066,2066,2066,27877.0,2019-01-21,Magic,,Aaron Gordon,placed on IL with sore lower back,Aaron Gordon,2018-19,sore lower back,back,2,65,0,11,0,2,0,0,0,0,7,5,0,1,0,2,0,0,0,0,2,85,10,97,Regular Season,01/21/2019,01/14/2019,12/24/2018,04/13/2019,0,203932,1610612753
1719,2067,2067,2067,27889.0,2019-01-22,Timberwolves,,Jeff Teague,placed on IL with sore left foot,Jeff Teague,2018-19,sore left foot,foot,2,25,23,0,6,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,54,7,98,Regular Season,01/22/2019,01/15/2019,12/25/2018,04/13/2019,0,201952,1610612750
1720,2068,2068,2068,27894.0,2019-01-23,Hawks,,Kevin Huerter,placed on IL with sore neck,Kevin Huerter,2018-19,sore neck,head and neck,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,Regular Season,01/23/2019,01/16/2019,12/26/2018,04/13/2019,0,1628989,1610612737
1721,2069,2069,2069,27900.0,2019-01-23,Raptors,,Malachi Richardson,placed on IL with sore right knee,Malachi Richardson,2018-19,sore right knee,knee,14,0,0,0,210,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,210,3,99,Regular Season,01/23/2019,01/16/2019,12/26/2018,04/13/2019,0,1627781,1610612761
1722,2070,2070,2070,27902.0,2019-01-23,Suns,,T.J. Warren,placed on IL with sore right ankle (out for season),T.J. Warren,2018-19,sore right ankle ,foot,251,235,195,0,0,12,0,11,0,0,2,3,1,0,0,3,0,1,0,0,1,455,9,99,Regular Season,01/23/2019,01/16/2019,12/26/2018,04/13/2019,0,203933,1610612756
1723,2071,2071,2071,27895.0,2019-01-23,Knicks,,Luke Kornet,placed on IL with sprained left ankle,Luke Kornet,2018-19,sprained left ankle,foot,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,Regular Season,01/23/2019,01/16/2019,12/26/2018,04/13/2019,0,1628436,1610612752
1724,2072,2072,2072,27904.0,2019-01-24,Pelicans,,Nikola Mirotic,placed on IL with strained right calf,Nikola Mirotic,2018-19,strained right calf,lower leg,28,32,2,0,0,0,0,0,0,0,50,2,1,1,0,0,0,0,0,0,1,84,5,100,Regular Season,01/24/2019,01/17/2019,12/27/2018,04/13/2019,0,202703,1610612740
1725,2073,2073,2073,27917.0,2019-01-25,Timberwolves,,Jeff Teague,placed on IL with sore left foot,Jeff Teague,2018-19,sore left foot,foot,5,27,23,0,6,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,56,8,101,Regular Season,01/25/2019,01/18/2019,12/28/2018,04/13/2019,0,201952,1610612750
1726,2074,2074,2074,27906.0,2019-01-25,Bucks,,Donte DiVincenzo,placed on IL with right heel injury,Donte DiVincenzo,2018-19,right heel injury,foot,41,15,0,0,39,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,54,3,101,Regular Season,01/25/2019,01/18/2019,12/28/2018,04/13/2019,0,1628978,1610612749
1727,2075,2075,2075,27911.0,2019-01-25,Magic,,Isaiah Briscoe,placed on IL with sprained right ankle,Isaiah Briscoe,2018-19,sprained right ankle,foot,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,Regular Season,01/25/2019,01/18/2019,12/28/2018,04/13/2019,0,1628515,1610612753
1728,2076,2076,2076,27916.0,2019-01-25,Suns,,De'Anthony Melton,placed on IL with sprained right ankle,De'Anthony Melton,2018-19,sprained right ankle,foot,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,Regular Season,01/25/2019,01/18/2019,12/28/2018,04/13/2019,0,1629001,1610612756
