,level_0,index,Unnamed: 0,Unnamed: 0.1,Date,Team,Acquired,Relinquished,Notes,Affected Player,Season,Injury Type,Injury Part,Injury Duration,foot,knee,lower leg,upper leg,back,arm,hand,upper body,core and hip,head and neck,foot_count,knee_count,lower leg_count,upper leg_count,back_count,arm_count,hand_count,upper body_count,core and hip_count,head and neck_count,Total Duration,Total num. of inj,days since start,Season Type,Date_adjusted,7_day_back,28_day_back,playoff start date,days_since_start_of_playoffs,player_id,Team_id
873,1093,1093,1093,23754.0,2017-01-24,Raptors,,DeMar DeRozan,placed on IL with sprained right ankle,DeMar DeRozan,2016-17,sprained right ankle,foot,5,7,0,0,45,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,52,3,91,Regular Season,01/24/2017,01/17/2017,12/27/2016,04/15/2017,0,201942,1610612761
874,1094,1094,1094,23764.0,2017-01-25,Mavericks,,J.J. Barea,placed on IL with strained hamstring,J.J. Barea,2016-17,strained hamstring,upper leg,44,36,0,26,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,62,5,92,Regular Season,01/25/2017,01/18/2017,12/28/2016,04/15/2017,0,200826,1610612742
875,1095,1095,1095,23762.0,2017-01-25,Hornets,,Cody Zeller,placed on IL with bruised quadriceps,Cody Zeller,2016-17,bruised quadriceps,upper leg,15,2,0,0,0,0,0,0,213,0,5,1,0,0,1,0,0,0,5,0,1,220,8,92,Regular Season,01/25/2017,01/18/2017,12/28/2016,04/15/2017,0,203469,1610612766
876,1096,1096,1096,23775.0,2017-01-26,Suns,,Dragan Bender,placed on IL with sore right ankle,Dragan Bender,2016-17,sore right ankle,foot,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,Regular Season,01/26/2017,01/19/2017,12/29/2016,04/15/2017,0,1627733,1610612756
877,1097,1097,1097,23773.0,2017-01-26,Pacers,,Kevin Seraphin,placed on IL with sore left knee,Kevin Seraphin,2016-17,sore left knee,knee,6,0,18,0,4,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,22,6,93,Regular Season,01/26/2017,01/19/2017,12/29/2016,04/15/2017,0,202338,1610612754
878,1098,1098,1098,23772.0,2017-01-26,Mavericks,,Deron Williams,placed on IL with sprained left big toe,Deron Williams,2016-17,sprained left big toe,foot,8,42,4,13,7,0,0,13,0,26,0,5,2,4,2,0,0,2,0,2,0,105,17,93,Regular Season,01/26/2017,01/19/2017,12/29/2016,04/15/2017,0,101114,1610612742
879,1099,1099,1099,23780.0,2017-01-27,Celtics,,Al Horford,placed on IL with sore left groin,Al Horford,2016-17,sore left groin,upper leg,3,12,24,0,0,7,0,0,227,0,17,4,1,0,1,1,0,0,2,0,1,287,10,94,Regular Season,01/27/2017,01/20/2017,12/30/2016,04/15/2017,0,201143,1610612738
880,1100,1100,1100,23778.0,2017-01-27,Trail Blazers,,Ed Davis,placed on IL with sprained left wrist,Ed Davis,2016-17,sprained left wrist,hand,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,94,Regular Season,01/27/2017,01/20/2017,12/30/2016,04/15/2017,0,202334,1610612757
881,1101,1101,1101,23788.0,2017-01-28,Clippers,,Chris Paul,placed on IL recoverimg from surgery on left thumb to repair torn ligament,Chris Paul,2016-17,L recoverimg from surgery on left thumb to repair torn ligament,hand,27,51,45,3,4,0,0,160,34,10,3,3,1,1,1,0,0,3,1,2,1,310,13,95,Regular Season,01/28/2017,01/21/2017,12/31/2016,04/15/2017,0,101108,1610612746
882,1102,1102,1102,23796.0,2017-01-29,Thunder,,Enes Kanter,placed on IL recovering from surgery on right arm / hand to repair fracture,Enes Kanter,2016-17,L recovering from surgery on right arm / hand to repair fracture,arm,26,4,0,0,0,0,0,0,186,0,0,1,0,0,0,0,1,0,1,0,0,190,3,96,Regular Season,01/29/2017,01/22/2017,01/01/2017,04/15/2017,0,202683,1610612760
883,1103,1103,1103,23793.0,2017-01-29,Knicks,,Derrick Rose,placed on IL with sprained left ankle,Derrick Rose,2016-17,sprained left ankle,foot,8,25,355,3,0,9,3,0,0,0,1,6,3,1,0,2,1,0,0,0,1,396,14,96,Regular Season,01/29/2017,01/22/2017,01/01/2017,04/15/2017,0,201565,1610612752
884,1104,1104,1104,23792.0,2017-01-29,Hawks,,Thabo Sefolosha,placed on IL with groin injury ,Thabo Sefolosha,2016-17,groin injury ,upper leg,26,4,12,148,0,0,0,4,0,0,0,4,2,5,1,0,0,1,0,0,0,168,13,96,Regular Season,01/29/2017,01/22/2017,01/01/2017,04/15/2017,0,200757,1610612737
885,1105,1105,1105,23790.0,2017-01-29,Bulls,,Taj Gibson,placed on IL with sore left ankle,Taj Gibson,2016-17,sore left ankle,foot,3,33,30,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,1,64,9,96,Regular Season,01/29/2017,01/22/2017,01/01/2017,04/15/2017,0,201959,1610612741
886,1106,1106,1106,23803.0,2017-01-30,Grizzlies,,Deyonta Davis,placed on IL with left foot injury,Deyonta Davis,2016-17,left foot injury,foot,2,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23,2,97,Regular Season,01/30/2017,01/23/2017,01/02/2017,04/15/2017,0,1627738,1610612763
887,1107,1107,1107,23808.0,2017-01-31,Raptors,,DeMar DeRozan,placed on IL with sore right ankle,DeMar DeRozan,2016-17,sore right ankle,foot,6,12,0,0,45,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,57,4,98,Regular Season,01/31/2017,01/24/2017,01/03/2017,04/15/2017,0,201942,1610612761
888,1108,1108,1108,23822.0,2017-02-01,Nuggets,,Will Barton,placed on IL with sore left ankle,Will Barton,2016-17,sore left ankle,foot,2,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,3,99,Regular Season,02/01/2017,01/25/2017,01/04/2017,04/15/2017,0,203115,1610612743
889,1109,1109,1109,23825.0,2017-02-01,Pacers,,Rakeem Christmas,placed on IL with right groin injury,Rakeem Christmas,2016-17,right groin injury,upper leg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,Regular Season,02/01/2017,01/25/2017,01/04/2017,04/15/2017,0,1626176,1610612754
890,1110,1110,1110,23831.0,2017-02-01,Thunder,,Alex Abrines,placed on IL with back spasms,Alex Abrines,2016-17,back spasms,back,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,Regular Season,02/01/2017,01/25/2017,01/04/2017,04/15/2017,0,203518,1610612760
891,1111,1111,1111,23821.0,2017-02-01,Nuggets,,Nikola Jokic,placed on IL with strained left hip flexor,Nikola Jokic,2016-17,strained left hip flexor,core and hip,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2,99,Regular Season,02/01/2017,01/25/2017,01/04/2017,04/15/2017,0,203999,1610612743
892,1112,1112,1112,23836.0,2017-02-02,Spurs,,LaMarcus Aldridge,placed on IL with sore right knee,LaMarcus Aldridge,2016-17,sore right knee,knee,2,14,2,0,0,14,0,0,12,0,2,3,2,0,0,2,0,0,1,0,1,44,9,100,Regular Season,02/02/2017,01/26/2017,01/05/2017,04/15/2017,0,200746,1610612759
893,1113,1113,1113,23839.0,2017-02-02,Warriors,,Zaza Pachulia,placed on IL with strained right rotator cuff,Zaza Pachulia,2016-17,strained right rotator cuff,upper body,21,5,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,1,0,0,11,3,100,Regular Season,02/02/2017,01/26/2017,01/05/2017,04/15/2017,0,2585,1610612744
894,1114,1114,1114,23838.0,2017-02-02,Warriors,,Shaun Livingston,placed on IL with strained back,Shaun Livingston,2016-17,strained back,back,2,6,86,0,0,42,0,0,26,3,0,1,2,0,0,2,0,0,1,1,0,163,7,100,Regular Season,02/02/2017,01/26/2017,01/05/2017,04/15/2017,0,2733,1610612744
895,1115,1115,1115,23840.0,2017-02-03,Mavericks,,Andrew Bogut,placed on IL with strained right hamstring,Andrew Bogut,2016-17,strained right hamstring,upper leg,12,287,153,7,20,273,176,26,18,4,14,5,5,1,3,5,1,1,1,1,2,978,25,101,Regular Season,02/03/2017,01/27/2017,01/06/2017,04/15/2017,0,101106,1610612742
896,1116,1116,1116,23841.0,2017-02-03,Nuggets,,Danilo Gallinari,placed on IL with strained groin,Danilo Gallinari,2016-17,strained groin,upper leg,20,244,244,4,0,20,0,12,0,0,0,3,5,1,1,2,0,1,0,0,0,524,13,101,Regular Season,02/03/2017,01/27/2017,01/06/2017,04/15/2017,0,201568,1610612743
897,1117,1117,1117,23845.0,2017-02-03,Pacers,,Rodney Stuckey,placed on IL with sprained right ankle,Rodney Stuckey,2016-17,sprained right ankle,foot,3,38,1,6,55,0,0,55,9,0,0,3,1,1,2,0,0,2,2,0,0,164,11,101,Regular Season,02/03/2017,01/27/2017,01/06/2017,04/15/2017,0,201155,1610612754
898,1118,1118,1118,23856.0,2017-02-04,Pacers,,Thaddeus Young,placed on IL with sprained left wrist,Thaddeus Young,2016-17,sprained left wrist,hand,20,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,2,102,Regular Season,02/04/2017,01/28/2017,01/07/2017,04/15/2017,0,201152,1610612754
899,1119,1119,1119,23854.0,2017-02-04,Kings,,Garrett Temple,placed on IL with torn left hamstring,Garrett Temple,2016-17,torn left hamstring,upper leg,29,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,102,Regular Season,02/04/2017,01/28/2017,01/07/2017,04/15/2017,0,202066,1610612758
900,1120,1120,1120,23852.0,2017-02-04,Jazz,,Rodney Hood,placed on IL with right knee injury,Rodney Hood,2016-17,right knee injury,knee,20,52,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,52,4,102,Regular Season,02/04/2017,01/28/2017,01/07/2017,04/15/2017,0,203918,1610612762
901,1121,1121,1121,23861.0,2017-02-04,Timberwolves,,Zach LaVine,placed on IL with torn ACL in left knee (out for season),Zach LaVine,2016-17,torn ACL in left knee ,knee,343,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,4,2,102,Regular Season,02/04/2017,01/28/2017,01/07/2017,04/15/2017,0,203897,1610612750
902,1122,1122,1122,23866.0,2017-02-06,Bulls,,Cristiano Felicio,placed on IL with strained lower right leg,Cristiano Felicio,2016-17,strained lower right leg,upper leg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,Regular Season,02/06/2017,01/30/2017,01/09/2017,04/15/2017,0,1626245,1610612741
903,1123,1123,1123,23868.0,2017-02-06,Knicks,,Joakim Noah,placed on IL with sore left hamstring,Joakim Noah,2016-17,sore left hamstring,upper leg,51,74,3,0,0,0,0,67,274,0,3,9,1,0,1,0,0,1,2,0,1,421,15,104,Regular Season,02/06/2017,01/30/2017,01/09/2017,04/15/2017,0,201149,1610612752
904,1124,1124,1124,23878.0,2017-02-06,Suns,,Dragan Bender,placed on IL with bruised right ankle,Dragan Bender,2016-17,bruised right ankle,foot,55,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,104,Regular Season,02/06/2017,01/30/2017,01/09/2017,04/15/2017,0,1627733,1610612756
905,1125,1125,1125,23884.0,2017-02-07,Nets,,Quincy Acy,placed on IL with sprained left ankle,Quincy Acy,2016-17,sprained left ankle,foot,22,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,2,105,Regular Season,02/07/2017,01/31/2017,01/10/2017,04/15/2017,0,203112,1610612751
906,1126,1126,1126,23896.0,2017-02-08,Wizards,,Markieff Morris,placed on IL with tightness in right calf,Markieff Morris,2016-17,tightness in right calf,lower leg,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,106,Regular Season,02/08/2017,02/01/2017,01/11/2017,04/15/2017,0,202693,1610612764
907,1127,1127,1127,23900.0,2017-02-09,Hornets,,Ramon Sessions,placed on IL recovering from surgery on left knee to repair torn lateral meniscus (out for season),Ramon Sessions,2016-17,L recovering from surgery on left knee to repair torn lateral meniscus (out for season),knee,234,0,0,0,0,25,0,32,0,0,0,0,1,0,0,1,0,1,0,0,0,57,3,107,Regular Season,02/09/2017,02/02/2017,01/12/2017,04/15/2017,0,201196,1610612766
908,1128,1128,1128,23908.0,2017-02-10,Nuggets,,Kenneth Faried,placed on IL with sprained right ankle,Kenneth Faried,2016-17,sprained right ankle,foot,13,7,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,12,4,108,Regular Season,02/10/2017,02/03/2017,01/13/2017,04/15/2017,0,202702,1610612743
909,1129,1129,1129,23902.0,2017-02-10,Bucks,,Jabari Parker,placed on IL with torn ACL in left knee,Jabari Parker,2016-17,torn ACL in left knee,knee,57,2,316,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,318,3,108,Regular Season,02/10/2017,02/03/2017,01/13/2017,04/15/2017,0,203953,1610612749
910,1130,1130,1130,23904.0,2017-02-10,Bulls,,Paul Zipser,placed on IL with left ankle tendinitis,Paul Zipser,2016-17,left ankle tendinitis,foot,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,Regular Season,02/10/2017,02/03/2017,01/13/2017,04/15/2017,0,1627835,1610612741
911,1131,1131,1131,23922.0,2017-02-11,Suns,,Tyson Chandler,placed on IL with sprained right ankle,Tyson Chandler,2016-17,sprained right ankle,foot,2,100,2,40,14,73,0,0,0,5,7,8,1,1,1,4,0,0,0,1,2,241,18,109,Regular Season,02/11/2017,02/04/2017,01/14/2017,04/15/2017,0,2199,1610612756
912,1132,1132,1132,23919.0,2017-02-11,Hornets,,Cody Zeller,placed on IL with sore quadriceps,Cody Zeller,2016-17,sore quadriceps,upper leg,17,2,0,0,15,0,0,0,213,0,5,1,0,0,2,0,0,0,5,0,1,235,9,109,Regular Season,02/11/2017,02/04/2017,01/14/2017,04/15/2017,0,203469,1610612766
913,1133,1133,1133,23926.0,2017-02-12,Raptors,,Patrick Patterson,placed on IL with bruised left knee,Patrick Patterson,2016-17,bruised left knee,knee,2,12,3,2,0,0,22,0,0,0,0,2,3,1,0,0,1,0,0,0,0,39,7,110,Regular Season,02/12/2017,02/05/2017,01/15/2017,04/15/2017,0,202335,1610612761
914,1134,1134,1134,23934.0,2017-02-13,Celtics,,Jaylen Brown,placed on IL with strained right hip flexor,Jaylen Brown,2016-17,strained right hip flexor,core and hip,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,Regular Season,02/13/2017,02/06/2017,01/16/2017,04/15/2017,0,1627759,1610612738
915,1135,1135,1135,23930.0,2017-02-13,Trail Blazers,,Evan Turner,placed on IL recovering from surgery on right hand to repair fracture,Evan Turner,2016-17,L recovering from surgery on right hand to repair fracture,hand,33,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,7,3,111,Regular Season,02/13/2017,02/06/2017,01/16/2017,04/15/2017,0,202323,1610612757
916,1136,1136,1136,23933.0,2017-02-13,Celtics,,Chris Wilcox,placed on IL with left Achilles tendinitis,Chris Wilcox,2016-17,left Achilles tendinitis,foot,10,0,7,256,10,20,0,33,0,0,0,1,1,2,1,2,0,2,0,0,0,326,9,111,Regular Season,02/13/2017,02/06/2017,01/16/2017,04/15/2017,0,2404,1610612738
917,1137,1137,1137,23945.0,2017-02-14,Cavaliers,,Kevin Love,placed on IL with recovering from arthroscopic surgery on left knee to remove loose body,Kevin Love,2016-17,recovering from arthroscopic surgery on left knee to remove loose body,knee,30,4,0,184,0,3,0,249,150,1,2,1,1,2,0,1,0,3,1,1,1,593,11,112,Regular Season,02/14/2017,02/07/2017,01/17/2017,04/15/2017,0,201567,1610612739
918,1138,1138,1138,23949.0,2017-02-15,Knicks,,Brandon Jennings,placed on IL with sore left Achilles,Brandon Jennings,2016-17,sore left Achilles,foot,8,356,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,1,360,6,113,Regular Season,02/15/2017,02/08/2017,01/18/2017,04/15/2017,0,201943,1610612752
919,1139,1139,1139,23954.0,2017-02-15,Raptors,,Patrick Patterson,placed on IL with bruised left knee,Patrick Patterson,2016-17,bruised left knee,knee,9,12,5,2,0,0,22,0,0,0,0,2,4,1,0,0,1,0,0,0,0,41,8,113,Regular Season,02/15/2017,02/08/2017,01/18/2017,04/15/2017,0,202335,1610612761
920,1140,1140,1140,23953.0,2017-02-15,Pelicans,,Terrence Jones,placed on IL with sprained right thumb,Terrence Jones,2016-17,sprained right thumb,hand,8,0,0,0,72,0,0,0,0,0,19,0,0,0,2,0,0,1,0,0,1,91,4,113,Regular Season,02/15/2017,02/08/2017,01/18/2017,04/15/2017,0,203093,1610612740
921,1141,1141,1141,23952.0,2017-02-15,Pacers,,Lavoy Allen,placed on IL with sore right knee,Lavoy Allen,2016-17,sore right knee,knee,9,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,2,113,Regular Season,02/15/2017,02/08/2017,01/18/2017,04/15/2017,0,202730,1610612754
922,1142,1142,1142,23978.0,2017-02-23,Magic,,C.J. Watson,placed on IL with Achilles injury,C.J. Watson,2016-17,Achilles injury,foot,8,82,0,0,25,0,15,0,0,0,0,4,0,0,1,0,3,0,0,0,0,122,8,121,Regular Season,02/23/2017,02/16/2017,01/26/2017,04/15/2017,0,201228,1610612753
923,1143,1143,1143,23982.0,2017-02-24,Celtics,,Gerald Green,placed on IL with bruised left heel,Gerald Green,2016-17,bruised left heel,foot,7,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,4,2,122,Regular Season,02/24/2017,02/17/2017,01/27/2017,04/15/2017,0,101123,1610612738
924,1144,1144,1144,23980.0,2017-02-24,Bulls,,Paul Zipser,placed on IL with left ankle tendinitis,Paul Zipser,2016-17,left ankle tendinitis,foot,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,122,Regular Season,02/24/2017,02/17/2017,01/27/2017,04/15/2017,0,1627835,1610612741
925,1145,1145,1145,23995.0,2017-02-24,Pacers,,Al Jefferson,placed on IL with dental ailment,Al Jefferson,2016-17,dental ailment,head and neck,5,57,275,17,21,0,0,0,0,0,0,5,2,2,2,0,0,0,0,0,1,370,12,122,Regular Season,02/24/2017,02/17/2017,01/27/2017,04/15/2017,0,2744,1610612754
926,1146,1146,1146,23999.0,2017-02-24,Raptors,,Kyle Lowry,placed on IL with sore right wrist,Kyle Lowry,2016-17,sore right wrist,hand,40,54,7,0,0,30,14,0,0,0,0,3,1,0,0,4,1,1,0,0,0,105,10,122,Regular Season,02/24/2017,02/17/2017,01/27/2017,04/15/2017,0,200768,1610612761
927,1147,1147,1147,24003.0,2017-02-24,Thunder,,Victor Oladipo,placed on IL with back spasms,Victor Oladipo,2016-17,back spasms,back,4,4,4,0,0,3,0,12,0,0,193,2,1,0,0,2,0,1,0,0,3,216,9,122,Regular Season,02/24/2017,02/17/2017,01/27/2017,04/15/2017,0,203506,1610612760
928,1148,1148,1148,24012.0,2017-02-25,Knicks,,Kristaps Porzingis,placed on IL with sprained right ankle,Kristaps Porzingis,2016-17,sprained right ankle,foot,4,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,3,123,Regular Season,02/25/2017,02/18/2017,01/28/2017,04/15/2017,0,204001,1610612752
929,1149,1149,1149,24017.0,2017-02-25,Warriors,,Kevin Durant,placed on IL with bruised left hand,Kevin Durant,2016-17,bruised left hand,hand,2,315,4,0,10,0,0,0,0,0,0,8,1,0,1,0,0,1,0,0,0,329,11,123,Regular Season,02/25/2017,02/18/2017,01/28/2017,04/15/2017,0,201142,1610612744
930,1150,1150,1150,24009.0,2017-02-25,Bulls,,Michael Carter-Williams,placed on IL with patellar tendinitis in knee,Michael Carter-Williams,2016-17,patellar tendinitis in knee,knee,13,8,54,0,0,0,0,0,0,185,0,1,2,0,0,0,0,0,0,1,0,247,4,123,Regular Season,02/25/2017,02/18/2017,01/28/2017,04/15/2017,0,203487,1610612741
931,1151,1151,1151,24022.0,2017-02-26,Nuggets,,Kenneth Faried,placed on IL with sore lower back / back spasms,Kenneth Faried,2016-17,sore lower back ,back,18,20,0,0,0,5,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,25,5,124,Regular Season,02/26/2017,02/19/2017,01/29/2017,04/15/2017,0,202702,1610612743
932,1152,1152,1152,24028.0,2017-02-27,Hawks,,Mike Dunleavy,placed on IL with sore right ankle,Mike Dunleavy,2016-17,sore right ankle,foot,21,38,0,0,0,102,0,0,0,0,4,2,0,0,0,1,0,0,0,0,1,144,4,125,Regular Season,02/27/2017,02/20/2017,01/30/2017,04/15/2017,0,76616,1610612737
933,1153,1153,1153,24037.0,2017-02-28,Pistons,,Darrun Hilliard,placed on IL with back spasms,Darrun Hilliard,2016-17,back spasms,back,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,Regular Season,02/28/2017,02/21/2017,01/31/2017,04/15/2017,0,1626199,1610612765
934,1154,1154,1154,24033.0,2017-02-28,Hornets,,Miles Plumlee,placed on IL with strained right calf,Miles Plumlee,2016-17,strained right calf,lower leg,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,Regular Season,02/28/2017,02/21/2017,01/31/2017,04/15/2017,0,203101,1610612766
935,1155,1155,1155,24041.0,2017-03-01,76ers,,Joel Embiid,placed on IL with torn meniscus in left knee (out for season),Joel Embiid,2016-17,torn meniscus in left knee ,knee,214,546,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,546,3,127,Regular Season,03/01/2017,02/22/2017,02/01/2017,04/15/2017,0,203954,1610612755
936,1156,1156,1156,24047.0,2017-03-01,Kings,,Malachi Richardson,placed on IL with torn right hamstring,Malachi Richardson,2016-17,torn right hamstring,upper leg,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,Regular Season,03/01/2017,02/22/2017,02/01/2017,04/15/2017,0,1627781,1610612758
937,1157,1157,1157,24045.0,2017-03-01,Jazz,,Rodney Hood,placed on IL with sore right knee,Rodney Hood,2016-17,sore right knee,knee,4,52,20,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,72,5,127,Regular Season,03/01/2017,02/22/2017,02/01/2017,04/15/2017,0,203918,1610612762
938,1158,1158,1158,24048.0,2017-03-01,Knicks,,Willy Hernangomez,placed on IL with ankle injury,Willy Hernangomez,2016-17,ankle injury,foot,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,Regular Season,03/01/2017,02/22/2017,02/01/2017,04/15/2017,0,1626195,1610612752
939,1159,1159,1159,24050.0,2017-03-01,Mavericks,,Wesley Matthews,placed on IL with right hip injury,Wesley Matthews,2016-17,right hip injury,core and hip,4,208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,208,2,127,Regular Season,03/01/2017,02/22/2017,02/01/2017,04/15/2017,0,202083,1610612742
940,1160,1160,1160,24042.0,2017-03-01,Bucks,,Michael Beasley,placed on IL with hyperextended left knee,Michael Beasley,2016-17,hyperextended left knee,knee,30,43,3,0,14,0,0,0,0,4,0,6,2,0,2,0,0,0,0,1,0,64,11,127,Regular Season,03/01/2017,02/22/2017,02/01/2017,04/15/2017,0,201563,1610612749
941,1161,1161,1161,24057.0,2017-03-01,Spurs,,Tony Parker,placed on IL with bruised quadriceps / sore knee ,Tony Parker,2016-17,bruised quadriceps ,knee,2,4,9,3,20,17,0,0,0,5,0,2,3,1,3,3,0,0,0,2,0,58,14,127,Regular Season,03/01/2017,02/22/2017,02/01/2017,04/15/2017,0,2225,1610612759
942,1162,1162,1162,24064.0,2017-03-02,Thunder,,Victor Oladipo,placed on IL with back injury,Victor Oladipo,2016-17,back injury,back,5,4,4,0,0,7,0,12,0,0,193,2,1,0,0,3,0,1,0,0,3,220,10,128,Regular Season,03/02/2017,02/23/2017,02/02/2017,04/15/2017,0,203506,1610612760
943,1163,1163,1163,24065.0,2017-03-02,Warriors,,Kevin Durant,placed on IL with sprained MCL in left knee,Kevin Durant,2016-17,sprained MCL in left knee,knee,37,315,4,0,10,0,0,2,0,0,0,8,2,0,1,0,0,1,0,0,0,331,12,128,Regular Season,03/02/2017,02/23/2017,02/02/2017,04/15/2017,0,201142,1610612744
944,1164,1164,1164,24088.0,2017-03-05,Jazz,,Shelvin Mack,placed on IL with sprained left ankle,Shelvin Mack,2016-17,sprained left ankle,foot,22,0,0,32,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,32,2,131,Regular Season,03/05/2017,02/26/2017,02/05/2017,04/15/2017,0,202714,1610612762
945,1165,1165,1165,24091.0,2017-03-05,Knicks,,Maurice Ndour,placed on IL with sprained right ankle,Maurice Ndour,2016-17,sprained right ankle,foot,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,Regular Season,03/05/2017,02/26/2017,02/05/2017,04/15/2017,0,1626254,1610612752
946,1166,1166,1166,24086.0,2017-03-05,Celtics,,Avery Bradley,placed on IL with hamstring injury / rest,Avery Bradley,2016-17,hamstring injury ,upper leg,1,90,0,0,171,0,5,0,226,6,0,4,0,0,4,0,1,0,1,1,0,498,11,131,Regular Season,03/05/2017,02/26/2017,02/05/2017,04/15/2017,0,202340,1610612738
947,1167,1167,1167,24085.0,2017-03-05,Celtics,,Al Horford,placed on IL with sprained right elbow,Al Horford,2016-17,sprained right elbow,arm,3,12,24,0,3,7,0,0,227,0,17,4,1,0,1,1,1,0,2,0,1,290,11,131,Regular Season,03/05/2017,02/26/2017,02/05/2017,04/15/2017,0,201143,1610612738
948,1168,1168,1168,24096.0,2017-03-05,Pacers,,Lavoy Allen,placed on IL with sore right knee,Lavoy Allen,2016-17,sore right knee,knee,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,3,131,Regular Season,03/05/2017,02/26/2017,02/05/2017,04/15/2017,0,202730,1610612754
949,1169,1169,1169,24093.0,2017-03-05,Lakers,,Ivica Zubac,placed on IL with quadriceps injury ,Ivica Zubac,2016-17,quadriceps injury ,upper leg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,Regular Season,03/05/2017,02/26/2017,02/05/2017,04/15/2017,0,1627826,1610612747
950,1170,1170,1170,24100.0,2017-03-06,Bulls,,Rajon Rondo,placed on IL with sprained right ankle,Rajon Rondo,2016-17,sprained right ankle,foot,2,8,321,8,0,169,0,12,0,0,17,3,2,2,0,2,0,2,0,0,1,535,12,132,Regular Season,03/06/2017,02/27/2017,02/06/2017,04/15/2017,0,200765,1610612741
951,1171,1171,1171,24099.0,2017-03-06,Bulls,,Dwyane Wade,placed on IL with strained left quadricep,Dwyane Wade,2016-17,strained left quadricep,upper leg,4,23,28,2,62,0,0,39,61,2,10,4,12,1,6,0,0,5,2,1,2,227,33,132,Regular Season,03/06/2017,02/27/2017,02/06/2017,04/15/2017,0,2548,1610612741
952,1172,1172,1172,24117.0,2017-03-08,Jazz,,Derrick Favors,placed on IL with sore right knee ,Derrick Favors,2016-17,sore right knee ,knee,30,3,27,3,0,4,0,0,0,22,0,1,2,1,0,1,0,0,0,2,0,59,7,134,Regular Season,03/08/2017,03/01/2017,02/08/2017,04/15/2017,0,202324,1610612762
